id,headline,country,label,headline_clean,sentiment_polarity,sentiment_score,emotional_intensity,subjectivity,framing_score,loaded_language,loaded_binary,framing_norm,bias_index
133,WATCH: iShowSpeed pulls off dangerous backflip at Ghana’s Black Star Square during live stream,India,,watch ishowspeed pulls off dangerous backflip at ghanas black star square during live stream,negative,-0.4767,0.4767,0.6111111111111112,0,no,0,0.0,0.3807338888888889
134,"India, EU finalise FTA, deal set to be announced today",India,,india eu finalise fta deal set to be announced today,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
135,"Baggy Green worn by Don Bradman and gifted to Indian opponent in 1947-48 series sold for USD 460,000",India,,baggy green worn by don bradman and gifted to indian opponent in 194748 series sold for usd 460000,negative,-0.296,0.296,0.65,0,no,0,0.0,0.33109999999999995
136,"Australian Open: Jessica Pegula knocks 2025 champion out; Sinner, Djokovic in Quarters",India,,australian open jessica pegula knocks 2025 champion out sinner djokovic in quarters,positive,0.5994,0.5994,0.25,0,no,0,0.0,0.29729
137,India and EU wrap up free trade agreement talks ahead of summit,India,,india and eu wrap up free trade agreement talks ahead of summit,positive,0.7579,0.7579,0.8,0,no,0,0.0,0.5452649999999999
138,"After Danone & Nestle, French co recalls batches of baby formula",India,,after danone nestle french co recalls batches of baby formula,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
139,"Budget wish-list: Space startups want critical infrastructure tag, assured govt demand",India,,budget wishlist space startups want critical infrastructure tag assured govt demand,neutral,0.0,0.0,0.8,0,no,0,0.0,0.27999999999999997
140,Paris men’s fashion week sees designers play it safe amid industry uncertainty,India,,paris mens fashion week sees designers play it safe amid industry uncertainty,positive,0.4404,0.4404,0.5,0,no,0,0.0,0.32914
141,"Apple's New Airtag is here: Features, price, where to buy & compatible devices explained",India,,apples new airtag is here features price where to buy compatible devices explained,neutral,0.0,0.0,0.4545454545454545,0,no,0,0.0,0.15909090909090906
142,"This tax season could put an extra $1,000 in homeowners’ pockets - what you need to know",India,,this tax season could put an extra 1000 in homeowners pockets what you need to know,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
143,"Nominal GDP pegged at 10.5%-11% for FY27, fiscal deficit seen at 4.2%: Report",India,,nominal gdp pegged at 10511 for fy27 fiscal deficit seen at 42 report,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
144,Mines ministry proposes partial lease execution to speed up production from auctioned blocks,India,,mines ministry proposes partial lease execution to speed up production from auctioned blocks,negative,-0.2263,0.2263,0.3,0,no,0,0.0,0.184205
145,Ticketless travel: BMTC collects Rs 6.5L in fines in Dec,India,,ticketless travel bmtc collects rs 65l in fines in dec,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
146,Elon Musk's Starlink may have to seek fresh IN-SPACe nod for Direct-to-Device services in India,India,,elon musks starlink may have to seek fresh inspace nod for directtodevice services in india,positive,0.3182,0.3182,0.5,0,no,0,0.0,0.28636999999999996
147,"Employee pitches and creates own promotion, only to see someone else get it — asks how to cope, gets blamed for the situation",India,,employee pitches and creates own promotion only to see someone else get it asks how to cope gets blamed for the situation,negative,-0.25,0.25,1.0,0,no,0,0.0,0.4375
148,Nearly 3.8 billion people may face extreme heat by 2050: Study,India,,nearly 38 billion people may face extreme heat by 2050 study,neutral,0.0,0.0,0.7,0,no,0,0.0,0.24499999999999997
149,"SCI floats EoI for eight gas carriers, mandates local build and Press Note 3 compliance",India,,sci floats eoi for eight gas carriers mandates local build and press note 3 compliance,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
150,India & Russia confident of $100 billion trade target by 2030: Ambassador Vinay Kumar,India,,india russia confident of 100 billion trade target by 2030 ambassador vinay kumar,positive,0.4939,0.4939,0.8333333333333334,0,no,0,0.0,0.4645316666666667
151,Canada holds firm on trade pivot as Energy Minister heads to India,India,,canada holds firm on trade pivot as energy minister heads to india,positive,0.2732,0.2732,0.4,0,no,0,0.0,0.23562
152,"Hiring shifts to tier-2, tier-3 campuses as companies expand beyond big cities to cut costs",India,,hiring shifts to tier2 tier3 campuses as companies expand beyond big cities to cut costs,positive,0.0516,0.0516,0.1,0,no,0,0.0,0.053059999999999996
153,EU countries give final approval to Russian gas ban,India,,eu countries give final approval to russian gas ban,negative,-0.128,0.128,0.5,0,no,0,0.0,0.2198
154,Nvidia's Synthesia wants its talking AI avatars to recruit and train,India,,nvidias synthesia wants its talking ai avatars to recruit and train,neutral,0.0,0.0,0.1,0,no,0,0.0,0.034999999999999996
155,"JSW Infrastructure plans Rs 16,500-crore capex for FY27 & FY28",India,,jsw infrastructure plans rs 16500crore capex for fy27 fy28,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
156,Marico to acquire PVR Inox snacking brand for Rs 226.8 cr,India,,marico to acquire pvr inox snacking brand for rs 2268 cr,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
157,Republic Day: Delhi CM Rekha Gupta lays foundation stone for slum development projects,India,,republic day delhi cm rekha gupta lays foundation stone for slum development projects,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
158,Prior notice to accused not needed in cheque-bounce cases: Karnataka HC,India,,prior notice to accused not needed in chequebounce cases karnataka hc,negative,-0.296,0.296,0.0,0,no,0,0.0,0.10359999999999998
159,11 personnel injured in Maoist IED blast in Chhattisgarh district,India,,11 personnel injured in maoist ied blast in chhattisgarh district,negative,-0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
160,"Republican senator criticises Vance, Navarro & Trump for blocking India trade deal: Audio",India,,republican senator criticises vance navarro trump for blocking india trade deal audio,negative,-0.5994,0.5994,0.0,0,no,0,0.0,0.20979
161,BJP leader's 'finish off Sena existence' remark sparks row,India,,bjp leaders finish off sena existence remark sparks row,neutral,0.0,0.0,0.0,1,yes,1,0.499999750000125,0.19999995000002502
162,"Bareilly City magistrate Alankar Agnihotri resigns, cites disagreement with UGC policies",India,,bareilly city magistrate alankar agnihotri resigns cites disagreement with ugc policies,negative,-0.5859,0.5859,0.0,0,no,0,0.0,0.20506499999999997
163,Commercial vehicle sales set to hit a new milestone in FY26 amid replacement demand after tax rationalisation,India,,commercial vehicle sales set to hit a new milestone in fy26 amid replacement demand after tax rationalisation,negative,-0.128,0.128,0.2272727272727272,0,no,0,0.0,0.12434545454545451
164,US travel chaos lingers as airlines scramble to restore schedules,India,,us travel chaos lingers as airlines scramble to restore schedules,negative,-0.3612,0.3612,0.0,0,no,0,0.0,0.12642
165,LVMH shareholders on the edge as Bernard Arnault still won't say who's next,India,,lvmh shareholders on the edge as bernard arnault still wont say whos next,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
166,ET Graphics: Why Delhi–NCR remains India’s worst air pollution hotspot,India,,et graphics why delhincr remains indias worst air pollution hotspot,negative,-0.6249,0.6249,1.0,0,no,0,0.0,0.568715
167,PIO civil servant gets flak on X for negotiating Chagos deal,India,,pio civil servant gets flak on x for negotiating chagos deal,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
168,Online Betting & Gaming Addiction Surges: Chennai Doctors Warn of Behavioral Health Crisis,India,,online betting gaming addiction surges chennai doctors warn of behavioral health crisis,negative,-0.6705,0.6705,0.0,1,yes,1,0.499999750000125,0.434674950000025
169,"India's Diabetes Epidemic: Tamil Nadu Hotspot Sees 104% Rise in Diabetes, 103% in Prediabetes",India,,indias diabetes epidemic tamil nadu hotspot sees 104 rise in diabetes 103 in prediabetes,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
170,Minneapolis killing pushes Trump to brink of government shutdown,India,,minneapolis killing pushes trump to brink of government shutdown,negative,-0.6597,0.6597,0.0,0,no,0,0.0,0.23089499999999996
171,British nationals charged with ‘targeting’ Pakistan dissidents in UK,India,,british nationals charged with targeting pakistan dissidents in uk,negative,-0.2023,0.2023,0.0,0,no,0,0.0,0.07080499999999999
172,Revision of voters' list under 'illegal' officials will be overruled: Election Commission,India,,revision of voters list under illegal officials will be overruled election commission,negative,-0.5574,0.5574,0.5,0,no,0,0.0,0.37009
173,Body of Pakistani intruder shot by BSF retrieved,India,,body of pakistani intruder shot by bsf retrieved,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
174,Why GME stock surged over 8% today: Michael Burry says he's buying GameStop shares for the long term,India,,why gme stock surged over 8 today michael burry says hes buying gamestop shares for the long term,positive,0.296,0.296,0.4,0,no,0,0.0,0.24359999999999998
175,"India, EU set to 'shape global order' today with the conclusion of ‘mother of all deals’",India,,india eu set to shape global order today with the conclusion of mother of all deals,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
176,Decline of Himalayan rivers could trigger nuclear war: UK report,India,,decline of himalayan rivers could trigger nuclear war uk report,negative,-0.5994,0.5994,0.0,0,no,0,0.0,0.20979
177,"Mallikarjun Kharge, Rahul Gandhi attend Republic Day parade, root for constitution",India,,mallikarjun kharge rahul gandhi attend republic day parade root for constitution,neutral,0.0,0.0,0.2333333333333333,0,no,0,0.0,0.08166666666666665
178,CBI notice to retired Odisha High Court judge legally unsustainable: Delhi HC,India,,cbi notice to retired odisha high court judge legally unsustainable delhi hc,positive,0.1027,0.1027,0.37,0,no,0,0.0,0.165445
179,Republic Day parade blends Vande Mataram tribute with display of India’s unmanned military systems,India,,republic day parade blends vande mataram tribute with display of indias unmanned military systems,neutral,0.0,0.0,0.1666666666666666,0,no,0,0.0,0.058333333333333307
180,Congress objects to no specific OBC mention in Census query,India,,congress objects to no specific obc mention in census query,negative,-0.296,0.296,0.125,0,no,0,0.0,0.14734999999999998
181,A century in uniform: Chandigarh girl carries 4 generations of Army service to Kartavya Path,India,,a century in uniform chandigarh girl carries 4 generations of army service to kartavya path,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
182,"Amazon layoffs: Is Amazon’s plan to cut 14,000 jobs while spending $35 billion on AI drive growth or stall shares - investors wait for AWS profit",India,,amazon layoffs is amazons plan to cut 14000 jobs while spending 35 billion on ai drive growth or stall shares investors wait for aws profit,positive,0.6597,0.6597,0.0,0,no,0,0.0,0.23089499999999996
183,"Kashmir peaceful, ready to welcome visitors: Deputy CM",India,,kashmir peaceful ready to welcome visitors deputy cm,positive,0.8271,0.8271,0.6333333333333333,0,no,0,0.0,0.5111516666666666
184,From Bathinda to Kartavya Path: Punjab lad commands T-90 Bhishma tank at RD parade,India,,from bathinda to kartavya path punjab lad commands t90 bhishma tank at rd parade,neutral,0.0,0.0,0.2333333333333333,0,no,0,0.0,0.08166666666666665
185,Search operation extended to new areas to hunt down terrorist in JK's Kishtwar,India,,search operation extended to new areas to hunt down terrorist in jks kishtwar,negative,-0.6908,0.6908,0.3717171717171717,0,no,0,0.0,0.37188101010101005
186,Kashmir braces for heavy snowfall after last week’s spell,India,,kashmir braces for heavy snowfall after last weeks spell,neutral,0.0,0.0,0.2833333333333333,0,no,0,0.0,0.09916666666666665
187,"AI's 'Flawless', But Humans Can Be Great",India,,ais flawless but humans can be great,positive,0.8316,0.8316,0.875,0,no,0,0.0,0.59731
188,"Train to Pahalgam faces backlash; NC, PDP ask railway minister to rethink",India,,train to pahalgam faces backlash nc pdp ask railway minister to rethink,neutral,0.0,0.0,0.0,1,yes,1,0.499999750000125,0.19999995000002502
189,Foucault's Pendulum,India,,foucaults pendulum,neutral,0.0,0.0,0.0,0,no,0,0.0,0.0
190,“I Am Not a Nazi or an Antisemite”: Kanye West apologizes in full-page Wall Street Journal ad,India,,i am not a nazi or an antisemite kanye west apologizes in fullpage wall street journal ad,positive,0.3612,0.3612,0.0,0,no,0,0.0,0.12642
191,Punjab declares holiday for all schools on January 27,India,,punjab declares holiday for all schools on january 27,positive,0.4019,0.4019,0.0,0,no,0,0.0,0.14066499999999998
192,‘Hindu man looking down on Americans’: Casey Putsch says Vivek Ramaswamy is working with ‘anti-Christ’ in online rant,India,,hindu man looking down on americans casey putsch says vivek ramaswamy is working with antichrist in online rant,negative,-0.34,0.34,0.2888888888888889,0,no,0,0.0,0.2201111111111111
193,Return to rationality may calm markets,India,,return to rationality may calm markets,positive,0.3182,0.3182,0.75,0,no,0,0.0,0.3738699999999999
194,Beyond the Davos divorce: Why India’s US problem is bigger than trade,India,,beyond the davos divorce why indias us problem is bigger than trade,negative,-0.4019,0.4019,0.5,0,no,0,0.0,0.315665
195,Why India should join Pax Silica high table,India,,why india should join pax silica high table,positive,0.296,0.296,0.5399999999999999,0,no,0,0.0,0.29259999999999997
